0.0011,0.0124,0.1436,2.1164,14.9052,194.2364,2184.4321
0.0011,0.0126,0.1561,2.4735,17.9085,199.3495,2371.8882
0.0012,0.0137,0.1741,3.1162,19.5205,201.8822,2452.1894
0.0013,0.0197,0.1757,3.1247,19.8006,220.4518,2505.1334
0.0136,0.0283,0.1785,3.9619,20.0261,218.2948,2528.9775
0.0016,0.0593,0.1961,4.0397,20.3667,232.9258,2590.9189
