0.0013,0.0132,0.1839,2.4626,20.9294,202.6487,2513.5628
0.0014,0.0158,0.2017,3.1852,21.8253,210.1268,2552.4248
0.0015,0.0169,0.2166,3.4568,22.3137,223.6217,2618.1473
0.0016,0.0202,0.2193,3.9814,22.9009,231.8547,2688.6104
0.0018,0.0250,0.2231,4.6547,23.1499,239.1598,2827.7391
0.0021,0.0254,0.2287,5.8413,23.5947,250.2684,2994.3457
