0.000515,0.000896,0.001018,0.001372,0.001602,0.002114,0.002491,0.003088
0.001276,0.002485,0.003012,0.004410,0.005242,0.006750,0.006285,0.009179
0.002884,0.004315,0.005231,0.013192,0.013847,0.014099,0.017734,0.020739
0.008273,0.007412,0.012956,0.017849,0.018127,0.030428,0.031147,0.033790
0.013160,0.020970,0.019153,0.026705,0.037696,0.040548,0.055401,0.063191
